engine_id, real_rul, predicted_rul     , error              , absolute_error     , ci_lower           , ci_upper           , ci_width            , std_total           , var_total            , var_aleatoric        , var_epistemic
       13,     95.0, 61.319847106933594, -33.680152893066406, 33.680152893066406 , -193.69540405273438,  316.3350830078125 ,   510.0304870605469 ,  130.1098175048828  ,    16928.564453125   ,    16928.564453125   , 1.3354976545087993e-05
       14,    107.0, 54.01841735839844 , -52.98158264160156 , 52.98158264160156  , -58.049537658691406,  166.08636474609375,   224.13589477539062,   57.177528381347656,     3269.269775390625,     3269.269775390625, 1.3002936611883342e-05
       15,     83.0, 63.150909423828125, -19.849090576171875, 19.849090576171875 , -501.0563659667969 ,  627.358154296875  ,  1128.41455078125   ,  287.86083984375    ,    82863.8671875     ,    82863.8671875     , 1.2472279195208102e-05
       16,     84.0, 54.152626037597656, -29.847373962402344, 29.847373962402344 , -74.78121185302734 ,  183.08645629882812,   257.86767578125   ,   65.7825698852539  ,     4327.34619140625 ,     4327.34619140625 , 1.1674950656015426e-05
       17,     50.0, 54.845069885253906, 4.845069885253906  ,  4.845069885253906 , -65.17526245117188 ,  174.8654022216797 ,   240.04066467285156,   61.23486328125    ,     3749.70849609375 ,     3749.70849609375 , 1.0391340765636414e-05
       18,     28.0, 55.23125457763672 , 27.23125457763672  , 27.23125457763672  , -72.7784652709961  ,  183.240966796875  ,   256.0194396972656 ,   65.31108093261719 ,     4265.537109375   ,     4265.537109375   , 7.439237379003316e-06
       19,     87.0, 54.262821197509766, -32.737178802490234, 32.737178802490234 , -65.32615661621094 ,  173.85179138183594,   239.17794799804688,   61.0147819519043  ,     3722.803466796875,     3722.803466796875, 1.176878868136555e-05
       20,     16.0, 61.52092361450195 , 45.52092361450195  , 45.52092361450195  , -229.61216735839844,  352.6540222167969 ,   582.2661743164062 ,  148.53729248046875 ,    22063.328125      ,    22063.328125      , 1.733133103698492e-05
       21,     57.0, 57.55763626098633 , 0.5576362609863281 ,  0.5576362609863281, -104.34867858886719,  219.4639434814453 ,   323.8126220703125 ,   82.60526275634766 ,     6823.62939453125 ,     6823.62939453125 , 9.42350015975535e-06
       22,    111.0, 69.1565933227539  , -41.843406677246094, 41.843406677246094 , -1203.6041259765625, 1341.9173583984375 ,  2545.521484375     ,  649.3677368164062  ,   421678.46875       ,   421678.46875       , 1.6693178622517735e-05
       23,    113.0, 55.553123474121094, -57.446876525878906, 57.446876525878906 , -87.25431060791016 ,  198.36056518554688,   285.6148681640625 ,   72.86093139648438 ,     5308.71484375    ,     5308.71484375    , 1.2660326319746673e-05
       24,     20.0, 56.535762786865234, 36.535762786865234 , 36.535762786865234 , -83.30729675292969 ,  196.3788299560547 ,   279.6861267089844 ,   71.34850311279297 ,     5090.6083984375  ,     5090.6083984375  , 1.3769327779300511e-05
       25,    125.0, 55.00753402709961 , -69.99246597290039 , 69.99246597290039  , -70.19223022460938 ,  180.20730590820312,   250.3995361328125 ,   63.8774299621582  ,     4080.326171875   ,     4080.326171875   , 1.1741685739252716e-05
       26,    119.0, 54.27212905883789 , -64.72787094116211 , 64.72787094116211  , -60.60612106323242 ,  169.15037536621094,   229.75650024414062,   58.611351013183594,     3435.290283203125,     3435.290283203125, 9.447830962017179e-06
       27,     66.0, 56.323204040527344, -9.676795959472656 ,  9.676795959472656 , -76.4642105102539  ,  189.11062622070312,   265.5748291015625 ,   67.7486801147461  ,     4589.88330078125 ,     4589.88330078125 , 1.3746845070272684e-05
       28,     97.0, 59.33143615722656 , -37.66856384277344 , 37.66856384277344  , -205.07505798339844,  323.7379150390625 ,   528.81298828125   ,  134.90127563476562 ,    18198.353515625   ,    18198.353515625   , 1.3457058230414987e-05
       29,     90.0, 58.87485885620117 , -31.125141143798828, 31.125141143798828 , -181.99713134765625,  299.7468566894531 ,   481.7439880371094 ,  122.89387512207031 ,    15102.9052734375  ,    15102.9052734375  , 1.1811709555331618e-05
       30,    115.0, 68.66293334960938 , -46.337066650390625, 46.337066650390625 , -1153.5936279296875, 1290.9195556640625 ,  2444.51318359375   ,  623.6002807617188  ,   388877.3125        ,   388877.3125        , 1.4202421880327165e-05
       31,      8.0, 58.424800872802734, 50.424800872802734 , 50.424800872802734 , -118.32240295410156,  235.17201232910156,   353.4944152832031 ,   90.1771469116211  ,     8131.91796875    ,     8131.91796875    , 1.0110110451932997e-05
       32,     48.0, 56.2462158203125  , 8.2462158203125    ,  8.2462158203125   , -188.7957763671875 ,  301.2882080078125 ,   490.083984375     ,  125.02142333984375 ,    15630.35546875    ,    15630.35546875    , 1.0124669643118978e-05
       33,    106.0, 59.09859848022461 , -46.90140151977539 , 46.90140151977539  , -306.69329833984375,  424.8905029296875 ,   731.5838012695312 ,  186.62850952148438 ,    34830.19921875    ,    34830.19921875    , 1.2312564649619162e-05
       34,      7.0, 57.43867111206055 , 50.43867111206055  , 50.43867111206055  , -99.15090942382812 ,  214.02825927734375,   313.1791687011719 ,   79.89264678955078 ,     6382.83447265625 ,     6382.83447265625 , 8.977916877483949e-06
       35,     11.0, 56.688880920410156, 45.688880920410156 , 45.688880920410156 , -84.30574798583984 ,  197.68350219726562,   281.9892578125    ,   71.93603515625    ,     5174.79345703125 ,     5174.79345703125 , 1.348562364000827e-05
       36,     19.0, 64.97245788574219 , 45.97245788574219  , 45.97245788574219  , -209.4301300048828 ,  339.37506103515625,   548.80517578125   ,  140.00131225585938 ,    19600.3671875     ,    19600.3671875     , 1.2319564120844007e-05
       37,     21.0, 63.97691345214844 , 42.97691345214844  , 42.97691345214844  , -696.5838012695312 ,  824.5376586914062 ,  1521.1214599609375 ,  388.0411682128906  ,   150575.9375        ,   150575.9375        , 1.1781114153563976e-05
       38,     50.0, 54.675697326660156, 4.675697326660156  ,  4.675697326660156 , -61.09559631347656 ,  170.44699096679688,   231.54258728027344,   59.066986083984375,     3488.90869140625 ,     3488.90869140625 , 9.51816764427349e-06
       39,    125.0, 53.89613723754883 , -71.10386276245117 , 71.10386276245117  , -55.867366790771484,  163.65963745117188,   219.52700805664062,   56.00178527832031 ,     3136.199951171875,     3136.199951171875, 1.1747077223844826e-05
       40,     28.0, 54.617225646972656, 26.617225646972656 , 26.617225646972656 , -59.998451232910156,  169.23291015625   ,   229.23135375976562,   58.477386474609375,     3419.604736328125,     3419.604736328125, 1.1541495041456074e-05
       41,     18.0, 54.100074768066406, 36.100074768066406 , 36.100074768066406 , -60.986114501953125,  169.18626403808594,   230.17237854003906,   58.71744155883789 ,     3447.738037109375,     3447.738037109375, 9.677096386440098e-06
       42,     10.0, 56.6163444519043  , 46.6163444519043   , 46.6163444519043   , -78.7001953125     ,  191.93289184570312,   270.6330871582031 ,   69.03905487060547 ,     4766.39111328125 ,     4766.39111328125 , 1.089557190425694e-05
       43,     59.0, 55.6859245300293  , -3.314075469970703 ,  3.314075469970703 , -66.81883239746094 ,  178.19068908691406,   245.009521484375  ,   62.50242614746094 ,     3906.55322265625 ,     3906.55322265625 , 1.0896350431721658e-05
       44,    109.0, 55.1828727722168  , -53.8171272277832  , 53.8171272277832   , -65.51382446289062 ,  175.8795623779297 ,   241.3933868408203 ,   61.5799446105957  ,     3792.08935546875 ,     3792.08935546875 , 9.346666047349572e-06
       45,    114.0, 55.0927734375     , -58.9072265625     , 58.9072265625      , -69.34461212158203 ,  179.5301513671875 ,   248.874755859375  ,   63.488460540771484,     4030.78466796875 ,     4030.78466796875 , 1.2472766684368253e-05
       46,     47.0, 54.3977165222168  , 7.397716522216797  ,  7.397716522216797 , -59.68312454223633 ,  168.4785614013672 ,   228.16168212890625,   58.20450973510742 ,     3387.764892578125,     3387.764892578125, 9.083611075766385e-06
       47,    125.0, 55.7227897644043  , -69.2772102355957  , 69.2772102355957   , -93.76089477539062 ,  205.20648193359375,   298.9673767089844 ,   76.2671890258789  ,     5816.68359375    ,     5816.68359375    , 8.353556040674448e-06
       48,     92.0, 62.486026763916016, -29.513973236083984, 29.513973236083984 , -527.3419189453125 ,  652.31396484375   ,  1179.6558837890625 ,  300.9326171875     ,    90560.4375        ,    90560.4375        , 1.1780532076954842e-05
       49,     21.0, 59.04497528076172 , 38.04497528076172  , 38.04497528076172  , -114.83576202392578,  232.92572021484375,   347.761474609375  ,   88.71466064453125 ,     7870.29052734375 ,     7870.29052734375 , 1.194556534755975e-05
       50,     79.0, 97.15624237060547 , 18.15624237060547  , 18.15624237060547  , -6296.4462890625   , 6490.7587890625    , 12787.205078125     , 3262.0419921875     , 10640918.0           , 10640918.0           , 9.078183211386204e-06
       51,    114.0, 56.923458099365234, -57.076541900634766, 57.076541900634766 , -123.34317016601562,  237.19009399414062,   360.53326416015625,   91.97277069091797 ,     8458.990234375   ,     8458.990234375   , 1.187276211567223e-05
       52,     29.0, 55.89409255981445 , 26.894092559814453 , 26.894092559814453 , -84.71383666992188 ,  196.50201416015625,   281.2158508300781 ,   71.73873901367188 ,     5146.44677734375 ,     5146.44677734375 , 1.6604513803031296e-05
       53,     26.0, 53.865264892578125, 27.865264892578125 , 27.865264892578125 , -71.48310852050781 ,  179.21363830566406,   250.69674682617188,   63.953250885009766,     4090.01806640625 ,     4090.01806640625 , 1.2138065358158201e-05
       54,     97.0, 54.64315414428711 , -42.35684585571289 , 42.35684585571289  , -62.9116096496582  ,  172.1979217529297 ,   235.10952758789062,   59.97692108154297 ,     3597.231201171875,     3597.231201171875, 1.0978328646160662e-05
       55,    125.0, 61.67784118652344 , -63.32215881347656 , 63.32215881347656  , -381.34869384765625,  504.704345703125  ,   886.0530395507812 ,  226.033935546875   ,    51091.33984375    ,    51091.33984375    , 1.0826930520124733e-05
       56,     15.0, 56.585079193115234, 41.585079193115234 , 41.585079193115234 , -79.08198547363281 ,  192.2521514892578 ,   271.3341369628906 ,   69.21788787841797 ,     4791.1162109375  ,     4791.1162109375  , 1.1473021004348993e-05
       57,    103.0, 72.28778076171875 , -30.71221923828125 , 30.71221923828125  , -945.4547729492188 , 1090.0302734375    ,  2035.485107421875  ,  519.2564086914062  ,   269627.21875       ,   269627.21875       , 1.1868018191307783e-05
       58,     37.0, 64.39312744140625 , 27.39312744140625  , 27.39312744140625  , -427.5665283203125 ,  556.352783203125  ,   983.9193115234375 ,  250.99981689453125 ,    63000.91015625    ,    63000.91015625    , 1.5231838915497065e-05
       59,    114.0, 63.70320129394531 , -50.29679870605469 , 50.29679870605469  , -482.23052978515625,  609.6369018554688 ,  1091.867431640625  ,  278.53759765625    ,    77583.1953125     ,    77583.1953125     , 1.0517353075556457e-05
       60,    100.0, 55.6721076965332  , -44.3278923034668  , 44.3278923034668   , -72.8255615234375  ,  184.16976928710938,   256.9953308105469 ,   65.5600357055664  ,     4298.11865234375 ,     4298.11865234375 , 1.1702846677508205e-05
       61,     21.0, 53.27383804321289 , 32.27383804321289  , 32.27383804321289  , -61.72578048706055 ,  168.27345275878906,   229.99923706054688,   58.673274993896484,     3442.55322265625 ,     3442.55322265625 , 1.2834650988224894e-05
       62,     54.0, 54.41496276855469 , 0.4149627685546875 ,  0.4149627685546875, -58.78327178955078 ,  167.61318969726562,   226.39645385742188,   57.75419998168945 ,     3335.547607421875,     3335.547607421875, 1.5059675206430256e-05
       63,     72.0, 58.287109375      , -13.712890625      , 13.712890625       , -116.50376892089844,  233.07798767089844,   349.5817565917969 ,   89.17901611328125 ,     7952.896484375   ,     7952.896484375   , 1.1144449672428891e-05
       64,     28.0, 56.093894958496094, 28.093894958496094 , 28.093894958496094 , -92.91793060302734 ,  205.105712890625  ,   298.0236511230469 ,   76.02644348144531 ,     5780.01953125    ,     5780.01953125    , 1.1046598956454545e-05
       65,    125.0, 57.2379035949707  , -67.7620964050293  , 67.7620964050293   , -98.57777404785156 ,  213.05357360839844,   311.63134765625   ,   79.49779510498047 ,     6319.89892578125 ,     6319.89892578125 , 1.0331994417356327e-05
       66,     14.0, 55.85829544067383 , 41.85829544067383  , 41.85829544067383  , -74.43257141113281 ,  186.14915466308594,   260.58172607421875,   66.47492980957031 ,     4418.91650390625 ,     4418.91650390625 , 1.202548446599394e-05
       67,     77.0, 54.775856018066406, -22.224143981933594, 22.224143981933594 , -65.31742858886719 ,  174.869140625     ,   240.1865692138672 ,   61.2720832824707  ,     3754.26806640625 ,     3754.26806640625 , 1.2630924175027758e-05
       68,      8.0, 59.698402404785156, 51.698402404785156 , 51.698402404785156 , -144.81704711914062,  264.2138366699219 ,   409.0308837890625 ,  104.34461212158203 ,    10887.798828125   ,    10887.798828125   , 1.4585762983188033e-05
       69,    121.0, 59.943145751953125, -61.056854248046875, 61.056854248046875 , -236.26760864257812,  356.1539001464844 ,   592.4215087890625 ,  151.1279296875     ,    22839.650390625   ,    22839.650390625   , 1.1829120921902359e-05
       70,     94.0, 61.739013671875   , -32.260986328125   , 32.260986328125    , -384.5419921875    ,  508.02001953125   ,   892.56201171875   ,  227.6943817138672  ,    51844.73046875    ,    51844.73046875    , 1.1454183550085872e-05
       71,    118.0, 54.560699462890625, -63.439300537109375, 63.439300537109375 , -63.05351257324219 ,  172.17491149902344,   235.22842407226562,   60.00725173950195 ,     3600.870361328125,     3600.870361328125, 1.213192444993183e-05
       72,     50.0, 57.13539123535156 , 7.1353912353515625 ,  7.1353912353515625, -89.87432861328125 ,  204.14511108398438,   294.0194396972656 ,   75.00495910644531 ,     5625.74365234375 ,     5625.74365234375 , 1.407633681083098e-05
       73,    125.0, 55.15483093261719 , -69.84516906738281 , 69.84516906738281  , -81.24459838867188 ,  191.55426025390625,   272.7988586425781 ,   69.59154510498047 ,     4842.98291015625 ,     4842.98291015625 , 1.1876050848513842e-05
       74,    125.0, 55.150047302246094, -69.8499526977539  , 69.8499526977539   , -68.16146850585938 ,  178.46156311035156,   246.62303161621094,   62.91403579711914 ,     3958.176025390625,     3958.176025390625, 9.905124898068607e-06
       75,    113.0, 55.737979888916016, -57.262020111083984, 57.262020111083984 , -72.97250366210938 ,  184.44845581054688,   257.42095947265625,   65.66860961914062 ,     4312.36669921875 ,     4312.36669921875 , 8.749717380851507e-06
       76,     10.0, 56.51138687133789 , 46.51138687133789  , 46.51138687133789  , -97.82872009277344 ,  210.8514862060547 ,   308.6802062988281 ,   78.74494934082031 ,     6200.76708984375 ,     6200.76708984375 , 1.0789473890326917e-05
       77,     34.0, 54.578155517578125, 20.578155517578125 , 20.578155517578125 , -68.20130920410156 ,  177.3576202392578 ,   245.55892944335938,   62.642581939697266,     3924.093017578125,     3924.093017578125, 1.1552816431503743e-05
       78,    107.0, 54.95506286621094 , -52.04493713378906 , 52.04493713378906  , -75.61869812011719 ,  185.52882385253906,   261.14752197265625,   66.6192626953125  ,     4438.12646484375 ,     4438.12646484375 , 1.0938609193544835e-05
       79,     63.0, 56.751747131347656, -6.248252868652344 ,  6.248252868652344 , -92.01720428466797 ,  205.52069091796875,   297.53790283203125,   75.90252685546875 ,     5761.19384765625 ,     5761.19384765625 , 1.3722681615035981e-05
       80,     90.0, 55.1695442199707  , -34.8304557800293  , 34.8304557800293   , -64.00694274902344 ,  174.34603881835938,   238.3529815673828 ,   60.80432891845703 ,     3697.166259765625,     3697.166259765625, 9.770556061994284e-06
       81,      8.0, 54.832359313964844, 46.832359313964844 , 46.832359313964844 , -67.6276626586914  ,  177.29238891601562,   244.9200439453125 ,   62.4796028137207  ,     3903.70068359375 ,     3903.70068359375 , 1.1993470252491534e-05
       82,      9.0, 53.39179611206055 , 44.39179611206055  , 44.39179611206055  , -53.21780014038086 ,  160.0013885498047 ,   213.2191925048828 ,   54.39265060424805 ,     2958.560302734375,     2958.560302734375, 9.85933729680255e-06
       83,    125.0, 55.5278434753418  , -69.4721565246582  , 69.4721565246582   , -86.62899780273438 ,  197.6846923828125 ,   284.3136901855469 ,   72.52899932861328 ,     5260.45556640625 ,     5260.45556640625 , 1.3582022802438587e-05
       84,     58.0, 55.345279693603516, -2.6547203063964844,  2.6547203063964844, -97.06375122070312 ,  207.75430297851562,   304.81805419921875,   77.75970458984375 ,     6046.57177734375 ,     6046.57177734375 , 1.4786601241212338e-05
       85,    118.0, 56.551815032958984, -61.448184967041016, 61.448184967041016 , -86.98219299316406 ,  200.08583068847656,   287.0680236816406 ,   73.23163604736328 ,     5362.873046875   ,     5362.873046875   , 1.338182482868433e-05
       86,     89.0, 54.0191650390625  , -34.9808349609375  , 34.9808349609375   , -56.902435302734375,  164.94076538085938,   221.84320068359375,   56.5926513671875  ,     3202.72802734375 ,     3202.72802734375 , 1.0762327292468399e-05
       87,    116.0, 55.760711669921875, -60.239288330078125, 60.239288330078125 , -102.10671997070312,  213.62814331054688,   315.73486328125   ,   80.54460906982422 ,     6487.4345703125  ,     6487.4345703125  , 1.1541007552295923e-05
       88,    115.0, 54.71531295776367 , -60.28468704223633 , 60.28468704223633  , -73.94783020019531 ,  183.3784637451172 ,   257.3262939453125 ,   65.64446258544922 ,     4309.1953125     ,     4309.1953125     , 1.0791402019094676e-05
       89,    125.0, 55.50526428222656 , -69.49473571777344 , 69.49473571777344  , -81.30818176269531 ,  192.31871032714844,   273.62689208984375,   69.80278015136719 ,     4872.427734375   ,     4872.427734375   , 9.452742233406752e-06
       90,     28.0, 56.731895446777344, 28.731895446777344 , 28.731895446777344 , -119.12989044189453,  232.59368896484375,   351.72357177734375,   89.72540283203125 ,     8050.6474609375  ,     8050.6474609375  , 1.204790169140324e-05
       91,     38.0, 55.69685363769531 , 17.696853637695312 , 17.696853637695312 , -87.62660217285156 ,  199.0203094482422 ,   286.64691162109375,   73.12421417236328 ,     5347.150390625   ,     5347.150390625   , 1.1621152225416154e-05
       92,     20.0, 56.223262786865234, 36.223262786865234 , 36.223262786865234 , -72.09883117675781 ,  184.5453643798828 ,   256.6441955566406 ,   65.470458984375   ,     4286.38134765625 ,     4286.38134765625 , 1.0645984730217606e-05
       93,     85.0, 63.58272933959961 , -21.41727066040039 , 21.41727066040039  , -394.290283203125  ,  521.4557495117188 ,   915.7460327148438 ,  233.60867309570312 ,    54573.015625      ,    54573.015625      , 1.4708035450894386e-05
       94,     55.0, 57.36262130737305 , 2.362621307373047  ,  2.362621307373047 , -187.43035888671875,  302.1556091308594 ,   489.5859680175781 ,  124.89437866210938 ,    15598.60546875    ,    15598.60546875    , 9.292183676734567e-06
       95,    125.0, 58.92878723144531 , -66.07121276855469 , 66.07121276855469  , -188.89892578125   ,  306.7565002441406 ,   495.6554260253906 ,  126.44271087646484 ,    15987.759765625   ,    15987.759765625   , 1.3003183994442225e-05
       96,    125.0, 70.96573638916016 , -54.034263610839844, 54.034263610839844 , -1631.6607666015625, 1773.5921630859375 ,  3405.2529296875    ,  868.6869506835938  ,   754617.0625        ,   754617.0625        , 1.2097305443603545e-05
       97,     82.0, 55.38408279418945 , -26.615917205810547, 26.615917205810547 , -119.08663940429688,  229.85479736328125,   348.9414367675781 ,   89.01567077636719 ,     7923.7900390625  ,     7923.7900390625  , 8.080809493549168e-06
       98,     59.0, 53.552001953125   , -5.447998046875    ,  5.447998046875    , -51.02106475830078 ,  158.12506103515625,   209.1461181640625 ,   53.35360336303711 ,     2846.607177734375,     2846.607177734375, 1.098342181649059e-05
       99,    117.0, 56.994728088378906, -60.005271911621094, 60.005271911621094 , -113.31591033935547,  227.30535888671875,   340.62127685546875,   86.89318084716797 ,     7550.4248046875  ,     7550.4248046875  , 1.1938383977394551e-05
      100,     20.0, 56.573333740234375, 36.573333740234375 , 36.573333740234375 , -120.23313903808594,  233.3798065185547 ,   353.6129455566406 ,   90.20738220214844 ,     8137.3720703125  ,     8137.3720703125  , 1.3473072613123804e-05
